sentence	label
"This is a fabulous film, makes the 1950s look so beautiful. Kim Novak is mesmerising as the witch of today with one foot in Manhattan and another in infinity. All of the supporting actors are terrific, from Jack Lemmon as her office manager Nicky, to Ernie Kovacs as the writer of Magic in Mexico who works on Magic Spekulationen in Manghattan, to Elsa Lanchester as a slightly struggling but loud Aunt Queenie. And then there's the cat - I've no idea how many witches (besides me) have called a cat Pyewacket, but hinted at a zillion. Jake Stewart comes across as out of place, but equally out of place, in this strange underworld of magic and witchcraft. Perfect. And it has the perfect romantic happy ending, which we believe in, because movies of these vintages naturally have this happy ending. Gillian and Shep probably have as much chance of happiness now as Rose and Charlie Allnut in ""The African Queen"" (another unique film)"	0
"I liked how this started, with a fair few special effects specifically for a film 50 years ago. There was an impressive setting. But the film ends with a fairly silly dialogue early in the film when the men all attempt to flirt with Anne Francis's Altaira Morbius. After a long absence in the 90s it was fun to see the actress Francis again, who had mostly appeared on TV since the film was released.. and still plays. Another interesting character was a channeling Leslie Nielsen (""Dr. John J. 凯Adams"") whom I probably wouldn't have recognised if I hadn't seen half of that film, but I almost got bored and a strong desire to go to sleep. I loved that they reworked this VHS video in stereo. But it was a poor effort. This movie is overvalued by ""elites"" and so is ""heavy"" and ""thoughtful."" That is nonsense. It only feels ""smart"" because the rest of the sci-fi films of the 1950s were so daft! Some were if the early scenes had looked good on widescreen, which I had not at the time of writing. Perhaps another glance - this time at the widescreen 2.35: 1 - would have changed that."	1
"Despite the well-honed imitations of futuristic design, clever Asimov premise and Will Smith's reliably cool performance, this film falls short of expectations. The cliches come thick and fast (it's as if waking from a recurring nightmare, a smug cop has the advert for a stubborn lieutenant pick up more, would spoil it - the ending is a mile away). This film, too, is wonderfully acted - cephalo-like, you never get the feeling you've travelled anywhere; what should really be a global disaster never leaves a CGI-specific Chicago. The robots themselves are good in close-up, but the scenes with ""masses"" look more like a bad Disney - the CGI is often exaggerated. And if you can destroy the robots by shattering them, why do they have to inject ""naniter""? You know it's a nerve-racking film when stupid questions such as these get on your nerves before the climax. It could have been great, but it's smaller than the sum of its parts, largely due to the totally predictable storyline that could have arisen from any action film over the past forty years."	1
"Title: Zombie 3 (1988) Director: Lucio Fulci, but also Claudio Fragasso and Bruno Mattei Cast: Ottaviano DellAcqua, Massimo Vani, Beatrice Ring, Deran Serafin And the beginning is actually George Romero's ""Dawn of the Dead."" When Dawn came out in 79, Lucio Fulci decided to direct an indirect sequel, calling it Zombie 2. This movie is the one we know as a simple zombie. You know the one where the zombie fights against the shark! OK, so after this film (in Italy: Zombie 2) was released and brought in a huge lump of cash, then the Italians decided damn well they would. Let's make some more zombie fics! Everything already in the dough! So Zombie 3 was born. Still confused? The story that is told here is actually made up of many of the stories of American zombie movies that we have witnessed before; the best analogy that springs to mind is Return of the Living Dead. Let's see... there's the government experimenting with a certain poison gas that turns humans into zombies. Can gets into the general population and shebang! We get lots of zombies craving human flesh. A group of people run away from zombies and end up in an old abandoned hotel. You have to fight the zombies to survive. There was a lot of anger during the filming of this movie. First of all, Lucio Fulci, Alba's beloved Italian ""Godfather of Gore,"" was sick. So he couldn't really get this movie to an exciting end. The film went to two young directors Bruno Mattei (Hell of the Living Dead) and Claudio Fragasso (Zombie 4). They were doing their best to spice up a movie that already was not so good. You can see he didn't really have his heart on this one. He was disillusioned with it. He gave the offer to producers, basically saying: 'Do whatever the hell you want with this.' God loved her, too. And that's why women and men beery beer-fuelled blisters have such a crappy zombie flashmob with the big Fulci as its ""director."" The main problem, in my view, is that it is simply an exercise which makes no sense whatsoever. There is no substance whatsoever to it. After the first few minutes, when some terrorists steal poison gas and inadvertently kill it, the rest of the story is simply a bunch of empty, soulless characters, not one of whom flees from zombies. In some cases, this might seem fun, when in # 1 the zombie make-up and the zombie action are actually so good and funny and there's a lot of guts in the game in # 2. Here we do not get either! There are then some inspirational moments, such as when some eagles become infected with gas and attack people. That was cool. One scene with a flying zombie head (certainly inexplicable by any logic or explanation), and another scene with zombies emerging from the pool of a forsaken hotel, biting off a poor girl's legs. But apart from that, the rest of the story just falls apart. Endless endless scenes, but they don't help to advance the already non-existent plot anyway. That was my main complaint about this flash. The sets look as if they should be unfinished and the art director is practically non-existent. I hate it when it looks so damn unfinished! I like my B movies, but this movie went down even further! If you ask me, it's closer to a Z-level pleasure. The zombie make-up? Pure crap. The zombies are all Asian actors (the film was shot in the Philippines), so there are a great many Asian-looking zombies. But this is not a big problem, since they are playing in the Philippines anyway. It's the look of the zombies that really sucks! They all died for some reason wearing the same clothes. 'It's like being on a zombie movie and having a lot of black makeup (make-up) on your face. One or two might have been slightly more sophisticated, but not good enough to impress. It's just a bunch of nonsense splattered across the actors ""faces. So rewind the clock and the zombies don't look like just crap. That is to say, that there are only deaths. Even so, for those expecting the usual coolness in a film by Fulci don't expect it here, because this is usually someone else's prerogative. And the two actors (Mattei and Fragasso) didn't put a lot of heart into it. When you see the extras on the DVD, you will experience that when asked about his reminiscences and feelings within the film, Fragasso himself does not even consider himself seriously. You can tell he is ashamed of it and on many occasions he says ""they just had a job and they made it."" And that friends, the last nail on that tree is. There is no love, no heart that goes into this film. And you get half a fucking fucking zombie flick in return. This is just for the insiders or people who want to see and know every zombie flash-mob they ever created. Everybody else, don't bother! Rating: 1 out of 5"	1
"It was a waste of time, even borrowing it on DVD. If super-fast tracking camera is speeding up, we might pay $20 to go to the laundromat and buy popcorn to watch the trolley spin. Jet Li is so much better than that. We can only hope that he won't be tasked with putting another gloss on a clichéd film, such as The One, any time soon. If there's one movie to avoid, it's ""The One."""	1
"How many diehard trekkers (or trekkies, I don't care!) In the first installment ""Star Trek: Voyager"", he served as a Space Nine crew Barclay. ""Enterprise"" is fantastic. Fresh perspectives, completely different figures, breathtaking new graphics, a pop song for the intro. (I was shocked!) I can't think of anything I hadn't liked. sign up for 10 seasons of the show. ""Star Trek"" is back - ""Voyager,"" nobody misses you! Keep it up! Brett Hickey"	0
I went to watch this movie, because I knew it wasn't going to be great. But what I witnessed was too awful to speak of. I don't want to be harsh, it was just the movie, horrible. All in all, it was bad, I mean the SILVER special effects, the acting was not that bad, but it wasn't good either, and sasquatch itself was.... well, not sasquatch. In my opinion, the best Sparquatch movie is Harry and the Hendersons. The attack is not violent, but it best depicts the hate. At least it was dressing, not just some half-CGI rip-off. One should only see this movie if one is desperate or really valued someone in that movie. or lightheadedness, MUCH better.	1
"Della Myers (Kim Basinger) is a well-to-do upper-class housewife living with her twins and her domineering husband Kenneth (Craig Sheffer) in their suburban apartment. Della attends to the twins, neglects their house and looks and disturbs Kenneth. On Christmas Eve she drives to the local mall to get some wrapping paper and finds no free parking. On seeing an old car that was parked in two places she left the owner with a message describing it as a 'selfish idiot'. When the mall closes, the old car's driver addicts her by threatening four punks: Chuckie (Lukas Haas), African-American Huey (Jamie Starr), Sino-American Vingh (Leonard Wu), and Latin Tomás (Luis Chávez). When the mall security guard protects her, Chuckie shoots her in the head as Della speeds her car on the run from the criminals. But she crashes into a wooded area when she is pursued by the gang. She takes the toolbox, hides in the woods and fights the gang to survive. Some days ago I watched the trailer for ""While She Was Out"" and was curious to see which DVD I would watch. Unfortunately, the trailer is better than the film, and I'm totally disappointed in this dull, implausible collection of cliches. Della Myers is portrayed as an insecure and infirm homemaker and nonexistent as a wife; motherhood is her only one interest in her concept of family. She is pursued by four thugs who defeat her with a bag of tools that resembles Batman's utility belt. This is why the plot is so absurd that it irritates. The gang of criminals is the usual stereotype of American movies: an African-American, a Sino-American, a Latin American man and an American lord, to be politically correct. Kim Basinger is a decent actress, but her kids are too small for a 50-year-old woman. I have four votes. Title (Brazil): ""Enquanto Ela Está Fora"" (""While She Was Out"")"	1
I 持️ was thrilled when I saw they had made a film from my favorite book. It was only when it was too late that I realised it was Disney. I was horrified at the number of omissions in crucial parts of the story. It was like someone made a film out of a fourth grader's books about the novel. Meg was doing well at school, and neither her father nor she wore glasses. Mrs Murray (Meg's mother) was in no way portrayed as a scientist; they left out their kitchen lab and replaced it with the internet. And this is just the beginning. Halfway through the movie I found myself standing on the screen, to the horror of other people who watched this movie because they didn't read the book yet. I wish there were more thumbs down so I could give four thumbs down. The only good thing that I can say is that this movie is kind of fine for someone who haven't read the book.	1
"I have never read a biography of Lincoln before, so this may have been an accurate portrayal... And perhaps it is because I am used not only to the equally alienating and unrealistically worshipping portrayals of Lincoln as brilliant, honorable and unnaturally reverent himself to the Savior of our country.... But why would they make a film depicting Lincoln as a fool? While Henry Fonda made a brilliant Lincoln, his portrayal of his predecessor as ""a dunce, I'm just a plain guy"" seemed a little insulting. [Admittedly, bushie Jr. 's entire campaign to make us think he's ""just a normal guy"" so we wouldn't care if he's a rich & loveable idiot -- but that's a whole different story.] The film, however, depicts Lincoln not only as a Basic Typist (and almost simple-minded), but also decides sweetly that Lincoln when coming up against the law is something of a coincidence, and that he's not really interested in stuff - just the wrong but simplistic notion that a similarly situated law is about right and wrong. He is not a great defenseman in this film (he slams his fist on the table and ridicules witnesses) and the outcome is chiefly down to luck or chance. Moreover, the series is sadly religious, racist, and conservative, in part because it was Republican-funded (in response to a Democratic play that had been released) and partly because it simply reflects the sentiment of the time. t waste your time with this movie!"	1
It was a pretty good film. I'm not sure it's a troublemaker comment but I didn't want to take that risk. In any case, the prosecutor reads a verse from the Holy Scripture at the end of the film and then quotes from memory. I can't remember the first passage he reads but the second is Genesis 9: 6. He says it is Genesis 9: 12 but actually quotes verse 6. This is a well-known passage that many use to defend the death penalty. It's a pity accusers don't dare to quote the Bible today. Has anyone ever heard of John Jay, the first Supreme Court justice in this country's history? He said the Bible was the best of all books. Too bad we have lost that vision in America.	0
Forbidden Siren is based on the Siren 2 Playstation 2 (So Many 2s) game. Like most video game-shot films, I would say that most don't really translate well into it being a different medium. And, even in this case, this is painfully true. The story and the mythical island, the setting for the story with a writer (Leo Morimoto), and his children Yuki (Yui Ichikawa) and son Hideo (Jun Nishiyama), move in, is explained by quite a long prologue. The inhabitants don't seem too friendly, and soon the best advice to take on the siren on the island was to stay indoors as soon as the sirens start sounding. It becomes unhunchback, of course, and our brothers and sisters get on the air to find out precisely what is happening in that unpleasant island with its strange residents. But, Ruddy said, the truth is, you're not going to worry about what's happening if folklore and fairy tales are thrown in to make the act even more confused. What really pushed her into the realm of bad comedy was her unconsciously ill-placed briefs, which simply giggled at her sheer stupidity before being explained much later. For one thing, trying to come out smart, for another, trying to make a convincing case based on contradictions. Though it reaches sub-90 minutes - I believe as a running time federal it's a terrible film phenomenon - its slow pull means it's nearly two-hours in length, so it conveys that feeling of saying or doing what it wants. It then rises again in the last 20 minutes but it's a classic case of too little coming too late. The film saves as he turns back and presents his revelations at the conclusion. This too is a common technique with which one tries to turn the seemingly simple horror film into something extra worthy of itself, in the hope of wowing the spectator. It's all gone pretty well but leaves an unpleasant aftertaste as you will feel a little cheated. There are two ways Commune will make you feel - either it elevates the movie to a memorable level, or it'll make you feel ugly. Sadly the forbidden siren belonged to the latter. The saving grace will be its cinematography with the use of light, shadow and mirrors, but I make this clear - it is still not worth time, so better to avoid it.	1
The weir is a fast-moving SCI-FI whistle section with a barrage. BEN PLAYS Runs, a racing driver from another GALAXY TRYING TO FIND ANNIE (Pacific by Sean) who is actually ideal for his child. THIS CHILD - IF IT MAKE IN HIS PLANT IF YOU WILL RECEIVE AND SELF TODAY, THE CHANCE FOR HIS RACE FOR CUSTOMERS. THE ENEMY involving a WALK, WHAT RACE PEOPLE LOose IS MONEY RACE AT THE STAR WITH BEURSSTAR in order to STAND THIS BIRTH. The cross against us reveals a wide ranging from the commercial Amsterdam as ALIEN EntrIEBT A LOCAL HART AND arranges his first ear si早 COCKTAIL, to his präsent with the EnEMY and the DRAMA, where he was born and the YOUR ARRYING ALIVE.	0
"* * May Contain spoilers * * A guy dressed in a black khaki suit from Kong (the same suit used in 1962's KING KONG VS. GODZILLA) supplies much of the weaknesses in this often derided monster movie. Kong is revived on Mondo Island and this time helps the lanky hero out. The vampire villain is called Doctor Who - funnily enough, he doesn't look like Peter Cushing! Kong then takes on Who's Prison, a giant ape that looks like the evil metal sculpture of Magilla Gorilla. Like many of Honda's flicks, it may have done some merit before American viewers fidgeted and added more material. Animation company Rankin / Bass had its share of the chaos. They should have stuck with better-managed children's programmes like ""The Little Drummer Boy."""	1
"So many educational films are pure scaremongering, saved only by MST3K pouring scorn on them (""Why Study Industrial Arts?""). I remember). ""Hemo the Magnificent"" is actually well done. It is about blood, heart and circulation. I admit that <unk> doesn't always share that sentiment, but he did a good job of explaining everything, keeping it serious but entertaining. I suspect you can always rely on June Foray (best known is the voice of Rocky, the squirrel that plays the deer here). Perhaps the best way to find ""Hemo the Magnificent"" is ""Gremlins,"" where a group watches while a gremlin forms."	0
"Years ago, after seeing a heavily censored version of this film on television, I was curious to see the unedited version. I was astounded that it was played more credibly and better than I thought but one thing really stood out. I think other critics have mentioned this as well, so what exactly is the nature and the motivation of the character Chris Sarandon? Has he raped other victims? Is he totally psychotic or an ""average sociopath""? How did he expect to get away with attacking his younger sister? Is that character credible at all, or is it merely a question of background information? At the same time, he appears almost equally as an uncomfortable-seeming creature who is too crazy sophisticate to actually hold an apprenticeship, which gives him contact with vulnerable young girls. This seems to be the biggest complaint from viewers in general. It has nothing to do with his performance, which is frighteningly convincing; the film occupies a troubled position between pure exploitation and more or less serious treatment of the subject, with no degree of scholarship. Not the worst film we've ever made, but not very good either."	1
"So I'm hearing about this new Justin Timberlake film that is coming out and has some pretty big names. I mean great actors like The Freeman aka Morgan Freeman, a win for Hollywood as well as being wasted in this movie. Then there's Kevin Spacey, of whom I've been a huge fan since seeing American Beauty and The Usual Joke. These two extraordinary actors probably chose it and thought it would be a great movie, as I was doing when I heard about it. And then a freshly minted Justin Timberlake. I say fresh in their faces, because this is his first film and the rotten tomatoes have yet to meet him. Well, the reason could be added because no one will ever see this film or even bother to read this review. The film is so horrible that if I earn in the first 15 minutes. The figures were so one-dimensional some of the biblical figures resembled that of Don Corleone. They got one-liners and some really sharp stuff. The recalcitrant black man (LL COOL J) who misses being with an extraordinary woman he does not usually belong with in real life. The captain is that short, weeping guy who talks in such a high tone. And what a crappy movie it would have been if the hero hadn't made something of his life. Oh and the level of gun fire, I mean a lot. SPOILER (NOT!!!) It's a kind of gun ownership drive that leaves everyone in the police seat that has fallen out of the saddle - and the hero prevails. They were given flamethrowers and rocket launchers, not really a joke. Bottom line, if you want to see Edison that's because you're a big fan of an actor or a big fan of Justin Timberlake, all the 13-year-old girls out there, have fun!! I wish I had more hands, because then I would have more thumbs, Cause this movie is so terrible because then I could make it with a lot of thumbs down that thumbs down, t mean much anymore because this film is so horrible because it sucks so hard that I laughed out of frustration at the plot prose, because they just do not end because the shooting and the The shouting just doesn't stop. May G * D burst upon us all and save us from ‣ these dreadful films. Now it could be the worst, another horrible actor RNB turned singer was horrible actor is usher, hehe check out in the mix lol, or even get rich or die a try. "" Now the special about the film is that it's about 30-plus-year-old men who perform 16 or even younger teens. I could go on."	1
"I remember watching it on television on a Saturday night in the 50s or 60s. It was well presented, but I remember that during one of the last crazy executions, there was a message of hope, beamed out from channels set up by lampposts. I am not sure this is true. Still, the film is a good one. ""The Russians are moving down Fredrich Strasse,"" reported the German high command moved and without further ado as if it had gone everything as usual. My impression was that this movie, and later an American TV film, based on the account of British historian Trevor Roper, with a similar title Last Days of Hitler. I was surprised they didn't take Trevor Roper to task. I agree that the latest film on DOWNFALL was as well made as the classic. The American knockout win was a bit flat. Hardly any other character cause as much stir in the cinema as Adolph. But I find it interesting that none of the numerous films and books that have Ｅ[ The Hitler Double] been mentioned in passing in John Toland's magnificent historical work. A Gibs?"	0
The concept for Sarafina seems to be founded, leaving aside the musical perspective. How: Froome retains an interest in combining good African music with a story that outlines the horrific conditions and atmosphere that blacks were subject to on the set of the film back then. The contradictions between the two elements are too stark and the film never justifies such a rapid switch between exultation and terror. If this was just a drama, if it were about those conditions, it might well have been a good film, but the scenes of Shulkin being shot down by soldiers don't quite fit the songs. Apart from Anfield Road, the acting is not the best, producing a mediocre performance as do the rest of the cast. Overall a disappointment. 3 / 10	1
"This is a strange, cerebral, surreal, esoteric film. If there is such a thing as intellectual horror cinema, it is this film. I began to get anxious and wanted someone to catch up with me, and there's barely a plot! I have to watch this film several more times before I feel I can really understand it. If you love ""My Dinner With Andre"" and films of Godard, or if you are on lots of mind-altering drugs, you will probably enjoy this movie. Wow."	0
"I really enjoyed this film, but it is nothing new. Everyone here groups the whole picture with other war films, this film has been wrongly categorized! Just as a war film like ""One Flew Over a Cuckoo's Nest"" is not an asylum film, or ""Cool Hand Luke"" a prison film. It's a film about individuality, nonconformity, self-confidence and the cost of this type of personality. The plot - as it feels like ""One Flew Over the Cuckoo's Nest"" and ""Cool Hand Luke"" - is his in the cold. Those films should be folded and compared with one another, not a ""Apocalypse Now"" or ""Platoon."" Eric"	0
"Sidney Young (Pegg) moves from England to New York to work at Sharpe's, hoping to live his dream lifestyle, but he struggles to make a lasting impression. Based on Toby Young's book about surviving in American business life, this comedy-drama got mixed reviews from critics. As for comments labelled contradictory but charmingly by Können, the decision to lose friends felt like an animal crossing a pond; as I make fun of another cultural comedy that ain't. This 2008 ggenheim picture is working because of its actors and simple but sharp story. We start in the past, then in the present, working our way forward to see Young establish himself in one of America's top magazines. Pegg (Hot Fuzz) is too sympathetic to words. Whether it's taking a cricket bat to your face or showing your sidekick the nature of the law, the English actor brings charm and hilarity to every scene. MB, if the script is good, but far from his perfectionist self, brings together a lot of energy, and it's worth it to see it. His antics with ""Babe 3"" are unforgiveable, just as breathtaking as his exuberant dance, but he draws it through magnificently. Bridges and Anderson do a great job of portraying the stereotyped magazine bosses to whom Dunst fits a kinky love interest. Megan Fox, who stole Transformers, makes everyone watching her resemble a stereotypical movie star with her funny exaggeration. That her character Sophie Myles also stars in a picture of Mother Teresa is as ridiculous as her character's antics at the pool. To emphasise the point: Here's a dog, and Pegg rounds it all off in this serious Brit comedy, with a really nice little twist. Despite being a British film, there has been an adaptation of the American lifestyle for Young as he attempts to fit in, and we can see the different approaches to telling stories. Young wants the wacky as opposed springtime professionalism. The addition of modern tabloid stars will soon date this film, but the concept of film star exploitation hoffe bestows this advantage. Weide's first picture isn't perfect. There are lapses in concentration, the plot becomes too soapy with an inevitable uncomfortable twist, and there's too many characters who are required. The physical comedy can also be exaggerated. By the way, the clowns on the DVD, with a length of nearly half an hour, are one of the most beautiful you will have ever seen. This comedy drama has Simon Pegg back in sparkling form and with its collective approach to storytelling and sharp comedianism, it's well worth seeing."	0
"I saw the film ""Shackled."" Generally speaking I liked Dolph's movies, so they tried me. It wasn't worth it. I have read some of the previous comments about the box and been seduced. Don't be fooled. This is a bad movie at best. There's no acting. The act, of which there is not much, is very predictable. At times, the film seems hacked. This one just stinks to heaven. Not even worth the price of a cheap overnight stay. As a bit of a dolphin fan I was hoping to see him in action. At the end of the movie, you will have to wait. The best thing to do is avoid this film and spend your time watching almost everything else."	1
"This film could be used for a course on ""How Not to Write A B-Movie."" There are bound to be hardships in a B movie: budgets are tight, time is precious (Scarecrow was apparently shot in 8 days) and the actors are often green and inexperienced. The only aspect over which you have complete control is writing the best script you can write within the constraints that are imposed on them. Scarecrow's script seems written in a haze of drunks. I might go through about 15 examples of this film's nonsensical script, but I want to mention just one: The Gravedigger. About an hour later, the character of the gravedigger is introduced into the film. He doesn't seem to have any connection with any of the characters that are already in the film. He is seen with his daughter, who is also unrelated to anyone else in the film. The funeral director is shown grumpily performing some scenes, then being shot in order to conceal the number of dead. Why give a daughter to the gravedigger? Why give your daughter a boyfriend? Why do you introduce them so late in the movie? Why not try to make them part of the story I'm writing? Scarecrow doesn't seem to care. Scarecrow's ""story"" runs something like this: Lester is a high school kid (played by and actor who was supposed to be in his early 30s) being taken up by the other children. He is an artist who draws birds and has a crush on a classmate called Judy. His mother is voluptuous and the razzle-dazzle. One of the damn board-mates pokes fun at his drawings (calling him a ""swan"" who drew birds rather than ""monster jealous and cowboy."" If you have a high school student who nonetheless draws cowboys, I think it is more likely that he is gay than an undergraduate student who draws crows) and later kills Lester under the eponymous scarecrow in a cornfield. It's a fairytale process, and Lester's soul appears in the scarecrow. Somehow this transfer transforms the soul of Lester from that of an artist to that of a wise-catching gymnast (I know that in some accounts the scarecrow was called the kung fu scarecrow. I disagree. The scarecrow does a near-full floor exercise before hitting the truck during the climax of the film.) The scarecrow then kills those who tortured him, those who smoke pot in the corn field, those who dig graves, friends of sons of gravediggers, and pretty much everyone else who've appeared on film sets. The bonus feature on the DVD should be mentioned. The director (a Frenchman) does an improvised version of rap music because Admittedly, he enjoys the absence of managers on set, so it means his wife can study Østad a lot, and quotes a quote from his years (and me, from the script): ""Life's a bitch. But et has a great drink ""number of beers I drank during the film: 5 Did it help: No number of beers needed in order to get into this film: In whatever way it takes to reach the blackout level"	1
"I agreed with another reviewer who mentioned Jodorowsky. Barney seems to be utterly dull and ""content-wise"" uninspired. erhält He can make eyes goofy (and I like sweets), but his arrogance and profound artistic emptiness will only belittle the joy. I fear though that many people aren't choosing between similar works (Moonlight and only really on the surface) by Jodorowsky or even linear-minded filmmakers like tarkovski and Kubrick incidentally (I love the 2001 Odyssey and was never bored even in the last scenes. ..) This kind of art as M. Barney's works now confuse and fend off audience members who might otherwise start to appreciate experimental cinema. Typically empty post-modern ""Conceptual Art."" And check his interviews. I just don't buy it myself, sorry. And so boring. I've never been bored watching Alejandro Jodorowsky's movies, while Drawing Restraint 9 was a total disappointment. Especially given the opportunity to be something, actually tell something non-linear and unorthodox about Cantrack (like the beginning and the great choreographed dance and preparations for the ship's sailing). Boats ""meet"" at sea... ideas of the excrement as a valuable object (when it comes to droppings). These ""pearl divers..."" anything could construct a huge surreal movie with some content. But it wasn't. AND those terrible pretentious scenes of fancy dress, giddy tea ceremony... how vain and wrong and philosophically pretentious yet empty it can be? I have some great, picturesque scenes, but the whole movie became so dull and pretentious and completely empty and pretentious that it made me physically sick. And it doesn't have a good pace. I like slow-motion movies, but in some scenes it was just boring - because it was pretentious and inauthentic - so I was just forced to sit through continuous scenes of artistic vanity... This sort of film for me permanently killed art and spirit. I want more Jodorowsky!! !"	1
"This project was originally conceived as an adaptation of the popular Japanese manga SlamDunk! and that is nothing new for Jay Chou, who just made his film debut as a character from a very popular manga adventure. And in this context it was decided to include in the film a new type of Kung Fu 物, hence the title, even though the idea was not very original, and one felt there to be at Stephen Chow ""Shaolin Soccer connected with martial and ball games. Yet he is not taking big steps in the right direction. Luckily, The scenes in which kung fu did influence the course of the game were kept to a minimum. and in Kung Fu Dunk, really quite unnecessary, because they neither contribute much to the plot nor generate great excitement, and at most offered a few cheap laughs and reminded us of the time when Stephen Chow was beginning to use kung fu in football matches. Jay Chou is comfortable in his role as the martial artist Fang Shi-jie, since this is not the first time that he has competed in martial arts (Curse of the Golden Flower who? Ching Siu-Tung is one of the most ambitious gangsters in the world, and under the stunt directed by Ching Siu-Tung, he looked so believable that he mutilated scores of gangsters in a bar, as we know them from the trailer, so you can only know who his boss is. s why Malaysia accepts him almost as a Kung Fu practitioner, and he gives him an excuse for being a superior shooter who can shoot the hoops at any angle. And when Eric Tsang becomes a small time candidate, Chen-Li, who sees his potential and becomes his agent, he goes to college to play varsity basketball; but not without first being refused by team captain Ting-wei (Chen Bo-Lin) and team star Xiao-lan (Baron Chen, in his appearance). But you know teams from the same side are coming together quickly, if they want to play other opponents on a basketball court. And I would stick my neck out and say that this movie is for basketball, like the goal agazine has been for football. He made the athletic look good thanks to his charismatic character, even though they trickled so much cool and irreverence onto the pitches. Special effects and wire play were used here which meant that the actors looked like pros doing some top job in the NBA and quite frankly looking sensational, particularly if they imitated dungeon motions and made combo moves thanks to technology and stunt artistry. The pro-kung fu elements don't have to belong to the film. The stunt work itself militates much of the moves since they are pretty much grounded in reality, only to abandon the notion that average-height boys have feathers to skip over to such a height for a professional boy. And part of the problem is that the important part is that the games were very limited in number, with time spent on a lot of them, but they were loosely developed and peeled out from history. Things like Shi-jie's attempt to take advantage of basketball games, to his parents one day visiting them, which imbues himself with gangsterism nonsense and affects games and his love life with Charlene Choi in yet another vase role just to look good and do nothing else. Everyone acts a bit too cool, leaving the main characters little room to add depth. One of the main themes here is the recognition of the importance of teamwork and not individual talent and skill, It could have been much better if the footballers themselves had communicated a lot more off the pitch more than just concentrating on and at competitions, Except for the high-fives and free passes. With a $10-million budget, it's possible to immediately see where the money has gone, perhaps at a crucial point in the film, a tremendous fantasy sequence. It is easily doable, respectable zwanje and probably even justified for its quality but I would like to stress once again that even without those elements, the basketball stunts would still make a decent film with clever basketball moves themselves. And letting Jay Chou play for your team gives boost to all hopes of box office success."	0
It is pleasant and fast-paced. It's not impossible that the actor who plays Mat might be eighteen. But the most important thing is that he is very convincing. It is probably thanks to his audition that he convinced her to employ him. I soon accepted him as a naive boy from the countryside. While it was the best performance, the others were very engaging. Especially the interaction between the police officers was natural, balanced and worked very well. It is only about 45 minutes long and therefore the action is not complex. More important is the style of the whole thing. It is very slick and lively, and the settings are atmospheric, especially due to the fact that all colors are extremely appealing. Gangland is recognisable to foreign audiences but still manages to be distinctly Australian.	1
Joan Fontaine plays the villains in this Victorian period film. She convincingly plays a married woman with a lover by her side, and she even takes aim at the wealthy Miles Rushworth, played by Herbert Marshall. Mr. Marshall is also quite good as Miles. Miss Fontaine did her part to perfection - she was smart, calculating, innocent, timid, and charming at the same time. It takes an actress of exceptional talent to pull it off. Joan Fontaine looked absolutely gorgeous in Travis Banton's elegant costumes. Joan's mother, Lillian Fontaine, also stars in the film as Lady Flora. I highly recommend this film.	0
